#label,#id,sentence_length,characters_per_word,syllables_per_word,text_length,noun_phrases_per_sent,tree_height,sub_clauses_per_sent,sents_with_verb_as_root,sents_with_nouns_as_root,POS_verbs,POS_aux_verbs,POS_nouns,POS_adjectives,POS_punctuations,POS_determiners,POS_pronouns,POS_conjunctions,POS_numerales,POS_adpositions,ttr,lexical_complexity_score,verbs_in_sentence,pronouns_per_sentence,articles_per_sentence,semantic_similarity_nouns,semantic_similarity_verbs,"semantic_similarity_adjectives
"

0.0,miniklexi_195,7.388889,4.834586,1.691729,133,2.333333,4.055556,0.111111,0.388889,0.111111,0.157895,0.06015,0.24812,0.06015,0.095238,0.112782,0.082707,0.052632,0.180451,0.082707,0.636364,7.309914,1.166667,0.611111,0.555556,0.233041,0.418637,"0.218259
"

0.0,miniklexi_196,8.538462,4.261261,1.522523,111,2.461538,3.538462,0.076923,0.153846,0.076923,0.108108,0.081081,0.243243,0.054054,0.067227,0.207207,0.045045,0.018018,0.153153,0.099099,0.527273,7.130123,0.923077,0.384615,1.230769,0.19429,0.493501,"0.28718
"

0.0,miniklexi_197,6.066667,4.604396,1.703297,91,1.733333,3.066667,0.0,0.266667,0.066667,0.120879,0.065934,0.252747,0.054945,0.107843,0.142857,0.076923,0.010989,0.241758,0.120879,0.611111,7.25679,0.733333,0.466667,0.2,0.245859,0.339135,"0.347007
"

0.0,miniklexi_198,6.75,4.765432,1.753086,81,2.166667,3.833333,0.083333,0.333333,0.166667,0.111111,0.061728,0.246914,0.074074,0.089888,0.111111,0.012346,0.037037,0.222222,0.135802,0.7125,6.928468,0.75,0.083333,0.333333,0.12353,0.225707,"0.237435
"

0.0,miniklexi_199,5.470588,5.215054,1.849462,93,1.941176,3.117647,0.0,0.411765,0.058824,0.150538,0.053763,0.268817,0.075269,0.088235,0.129032,0.086022,0.010753,0.236559,0.11828,0.684783,8.195897,0.823529,0.470588,0.352941,0.135259,0.475437,"0.220578
"

0.0,miniklexi_200,5.75,4.336957,1.76087,92,1.4375,3.1875,0.0625,0.375,0.0625,0.141304,0.054348,0.184783,0.0,0.130841,0.130435,0.097826,0.043478,0.402174,0.043478,0.571429,7.244942,0.8125,0.5625,0.4375,0.119533,0.48982,"0.0
"

0.0,miniklexi_201,8.555556,4.818182,1.675325,77,2.222222,4.111111,0.111111,0.222222,0.0,0.142857,0.064935,0.233766,0.064935,0.060976,0.12987,0.038961,0.051948,0.181818,0.116883,0.631579,7.809649,1.222222,0.333333,0.666667,0.135023,0.557594,"0.148194
"

0.0,miniklexi_202,6.266667,5.212766,1.904255,94,2.4,3.733333,0.066667,0.2,0.066667,0.223404,0.12766,0.308511,0.010638,0.104762,0.12766,0.085106,0.031915,0.212766,0.106383,0.565217,8.268732,1.4,0.533333,0.333333,0.229749,0.517472,"0.0
"

0.0,miniklexi_203,7.466667,5.267857,1.839286,112,2.6,4.066667,0.4,0.466667,0.066667,0.169643,0.0625,0.267857,0.0625,0.131783,0.116071,0.107143,0.035714,0.214286,0.0625,0.684685,8.108037,1.266667,0.8,0.133333,0.152694,0.446887,"0.243086
"

0.0,miniklexi_204,6.257143,4.881279,1.840183,219,2.057143,3.771429,0.171429,0.542857,0.142857,0.155251,0.03653,0.246575,0.09589,0.130952,0.100457,0.100457,0.054795,0.223744,0.082192,0.614679,8.683977,0.971429,0.628571,0.285714,0.133887,0.360329,"0.215405
"

0.0,miniklexi_205,6.478261,5.087248,1.765101,149,2.173913,3.521739,0.26087,0.434783,0.130435,0.161074,0.060403,0.248322,0.073826,0.118343,0.120805,0.067114,0.04698,0.228188,0.09396,0.567568,7.42244,1.043478,0.434783,0.478261,0.230838,0.4493,"0.179793
"

0.0,miniklexi_206,6.448276,5.010695,1.941176,187,2.37931,3.206897,0.413793,0.551724,0.137931,0.128342,0.032086,0.299465,0.037433,0.15,0.128342,0.085561,0.010695,0.262032,0.101604,0.564516,8.093344,0.827586,0.551724,0.586207,0.238757,0.353205,"0.335224
"

0.0,miniklexi_207,7.842105,5.107383,1.832215,149,2.789474,4.052632,0.315789,0.473684,0.052632,0.147651,0.053691,0.261745,0.020134,0.113095,0.154362,0.060403,0.060403,0.187919,0.073826,0.567568,7.708226,1.157895,0.473684,0.473684,0.190603,0.429056,"0.508687
"

0.0,miniklexi_208,7.703704,4.649038,1.653846,208,2.444444,3.851852,0.296296,0.481481,0.111111,0.192308,0.0625,0.25,0.024038,0.12605,0.139423,0.086538,0.072115,0.211538,0.072115,0.497585,8.295226,1.481481,0.666667,0.888889,0.258013,0.341951,"0.376269
"

0.0,miniklexi_209,7.733333,5.051724,1.827586,116,2.733333,4,0.333333,0.4,0.133333,0.172414,0.077586,0.267241,0.043103,0.114504,0.12069,0.12931,0.043103,0.198276,0.086207,0.582609,7.414776,1.333333,1.0,0.666667,0.345599,0.404323,"0.496333
"

0.0,miniklexi_210,7.642857,5.121495,1.775701,107,2.714286,4,0.0,0.428571,0.071429,0.149533,0.065421,0.233645,0.065421,0.078261,0.158879,0.093458,0.028037,0.149533,0.102804,0.603774,7.65544,1.142857,0.714286,0.785714,0.206724,0.281341,"0.264154
"

0.0,miniklexi_211,8.375,4.514925,1.619403,134,2.375,4.125,0.125,0.25,0.0,0.149254,0.08209,0.19403,0.074627,0.082192,0.171642,0.074627,0.022388,0.186567,0.089552,0.571429,7.297391,1.25,0.625,1.0,0.196503,0.407459,"0.27192
"

0.0,miniklexi_212,7.727273,4.552941,1.611765,85,2.272727,3.909091,0.0,0.545455,0.0,0.129412,0.047059,0.211765,0.117647,0.086022,0.117647,0.070588,0.0,0.2,0.188235,0.642857,7.317212,1.0,0.545455,0.636364,0.189366,0.403049,"0.177638
"

0.0,miniklexi_213,6.875,5.018182,1.727273,110,2.0625,3.625,0.0625,0.4375,0.125,0.118182,0.045455,0.190909,0.036364,0.098361,0.109091,0.081818,0.027273,0.190909,0.118182,0.623853,7.762789,0.8125,0.5625,0.375,0.163254,0.421087,"0.144095
"

0.0,miniklexi_214,5.65,5.097345,1.787611,113,1.85,3.15,0.15,0.25,0.1,0.141593,0.088496,0.212389,0.061947,0.131783,0.132743,0.053097,0.00885,0.230088,0.097345,0.580357,7.84418,0.8,0.3,0.4,0.147249,0.368941,"0.324918
"

0.0,miniklexi_215,5.818182,4.546875,1.578125,64,1.909091,2.909091,0.181818,0.363636,0.0,0.171875,0.09375,0.25,0.0625,0.111111,0.140625,0.09375,0.015625,0.234375,0.0625,0.68254,7.892713,1.0,0.545455,0.636364,0.315441,0.357567,"0.168935
"

0.0,miniklexi_216,6.666667,5.14,1.76,100,2.4,3.6,0.2,0.133333,0.0,0.17,0.11,0.26,0.03,0.090909,0.14,0.07,0.03,0.2,0.1,0.656566,7.752621,1.133333,0.466667,0.6,0.12473,0.413053,"0.179515
"

0.0,miniklexi_217,6.642857,5.290323,1.924731,93,2.142857,3.214286,0.0,0.357143,0.071429,0.11828,0.053763,0.182796,0.053763,0.089109,0.086022,0.043011,0.032258,0.172043,0.172043,0.706522,7.687043,0.785714,0.285714,0.357143,0.193923,0.454526,"0.229864
"

0.0,miniklexi_218,7.625,4.377049,1.557377,122,2.5625,3.6875,0.125,0.4375,0.0,0.131148,0.057377,0.245902,0.057377,0.109489,0.139344,0.098361,0.02459,0.188525,0.147541,0.586777,7.669495,1.0,0.75,0.5625,0.189597,0.323269,"0.200529
"

0.0,miniklexi_219,7.642857,4.971963,1.831776,107,2.642857,4.142857,0.428571,0.428571,0.214286,0.121495,0.037383,0.205607,0.046729,0.130081,0.130841,0.037383,0.037383,0.252336,0.102804,0.632075,8.045612,0.928571,0.285714,0.785714,0.175557,0.377344,"0.357165
"

0.0,miniklexi_220,7.125,4.789474,1.798246,114,2.4375,4.125,0.1875,0.1875,0.0625,0.166667,0.087719,0.27193,0.04386,0.109375,0.131579,0.052632,0.04386,0.192982,0.140351,0.575221,8.379898,1.1875,0.375,0.5625,0.219883,0.352941,"0.12708
"

0.0,miniklexi_221,6.388889,5.052174,1.826087,115,2.166667,3.888889,0.055556,0.444444,0.111111,0.147826,0.06087,0.330435,0.052174,0.108527,0.130435,0.026087,0.043478,0.226087,0.104348,0.681416,8.188967,0.944444,0.166667,0.444444,0.234617,0.46933,"0.214262
"

0.0,miniklexi_222,6.45,4.55814,1.620155,129,2.25,3.45,0.2,0.45,0.15,0.147287,0.03876,0.255814,0.023256,0.110345,0.147287,0.093023,0.031008,0.209302,0.116279,0.554688,7.75787,0.95,0.6,0.45,0.220558,0.383132,"0.260203
"

0.0,miniklexi_223,7.333333,4.681818,1.613636,88,1.916667,3.666667,0.083333,0.333333,0.083333,0.159091,0.079545,0.204545,0.056818,0.083333,0.159091,0.068182,0.022727,0.215909,0.113636,0.632184,7.711559,1.166667,0.5,0.5,0.24681,0.440795,"0.340697
"

0.0,miniklexi_224,7.181818,4.56962,1.696203,79,2.090909,3.636364,0.0,0.272727,0.090909,0.126582,0.075949,0.177215,0.088608,0.093023,0.164557,0.050633,0.0,0.21519,0.113924,0.628205,7.751905,0.909091,0.363636,0.909091,0.20847,0.42491,"0.249282
"

0.0,miniklexi_225,5.533333,5.481928,2.180723,83,2.133333,3.2,0.2,0.2,0.066667,0.144578,0.084337,0.313253,0.072289,0.126316,0.13253,0.048193,0.024096,0.228916,0.108434,0.707317,8.504411,0.8,0.266667,0.266667,0.2191,0.458558,"0.315378
"

0.0,miniklexi_226,6.769231,4.886364,1.852273,88,1.923077,3.692308,0.153846,0.230769,0.076923,0.125,0.079545,0.181818,0.090909,0.102041,0.147727,0.090909,0.022727,0.204545,0.045455,0.643678,7.619191,0.846154,0.615385,0.769231,0.203003,0.43956,"0.272573
"

0.0,miniklexi_227,6.695652,4.896104,1.733766,154,2.304348,3.478261,0.173913,0.478261,0.043478,0.168831,0.064935,0.24026,0.058442,0.140449,0.11039,0.084416,0.019481,0.24026,0.077922,0.666667,8.202389,1.130435,0.565217,0.521739,0.146809,0.389312,"0.202175
"

0.0,miniklexi_228,6.588235,4.830357,1.696429,112,2.588235,3.823529,0.0,0.294118,0.117647,0.116071,0.071429,0.366071,0.044643,0.089431,0.1875,0.026786,0.044643,0.169643,0.116071,0.5625,8.276987,0.764706,0.176471,0.705882,0.264671,0.351787,"0.468005
"

0.0,miniklexi_229,5.642857,5.544304,1.987342,79,1.857143,3.142857,0.071429,0.214286,0.071429,0.202532,0.101266,0.291139,0.037975,0.141304,0.101266,0.101266,0.037975,0.265823,0.063291,0.666667,6.854349,1.142857,0.571429,0.428571,0.305099,0.488592,"0.257762
"

0.0,miniklexi_230,7.916667,4.936842,1.8,95,2.333333,3.916667,0.166667,0.166667,0.0,0.126316,0.073684,0.221053,0.115789,0.095238,0.105263,0.063158,0.0,0.168421,0.136842,0.648936,8.634905,1.0,0.5,0.5,0.240346,0.458882,"0.195593
"

0.0,miniklexi_231,6.214286,5.034483,1.827586,87,2.142857,3.642857,0.142857,0.5,0.0,0.218391,0.091954,0.218391,0.057471,0.112245,0.16092,0.149425,0.011494,0.206897,0.068966,0.616279,6.865891,1.357143,0.928571,0.714286,0.308213,0.405401,"0.200113
"

0.0,miniklexi_232,7.2,4.861111,1.75,108,2.533333,3.866667,0.266667,0.533333,0.0,0.175926,0.064815,0.222222,0.009259,0.121951,0.12963,0.148148,0.046296,0.194444,0.12037,0.626168,6.846943,1.266667,1.066667,0.6,0.183329,0.507961,"0.0
"

0.0,miniklexi_233,6.0,5.231481,1.777778,108,2.055556,3.222222,0.0,0.333333,0.111111,0.12963,0.064815,0.212963,0.083333,0.092437,0.111111,0.046296,0.0,0.222222,0.12963,0.626168,7.739059,0.777778,0.277778,0.555556,0.140363,0.365804,"0.121462
"

0.0,miniklexi_234,9.5,4.912281,1.596491,114,2.75,4.333333,0.333333,0.333333,0.0,0.166667,0.070175,0.236842,0.114035,0.095238,0.131579,0.078947,0.070175,0.175439,0.087719,0.578947,7.98344,1.583333,0.75,0.916667,0.162367,0.430023,"0.44541
"

0.0,miniklexi_235,6.157895,4.589744,1.641026,117,1.894737,3.894737,0.105263,0.473684,0.0,0.17094,0.059829,0.196581,0.059829,0.10687,0.094017,0.08547,0.051282,0.213675,0.08547,0.672414,7.999669,1.052632,0.526316,0.315789,0.096779,0.391772,"0.236426
"

0.0,miniklexi_236,7.25,5.057471,2.034483,87,2.0,3.916667,0.083333,0.083333,0.0,0.206897,0.126437,0.195402,0.045977,0.103093,0.183908,0.045977,0.011494,0.218391,0.08046,0.581395,7.604575,1.5,0.333333,0.666667,0.252111,0.286906,"0.16285
"

0.0,miniklexi_237,7.133333,4.878505,1.635514,107,2.333333,3.533333,0.2,0.6,0.066667,0.149533,0.018692,0.224299,0.093458,0.108333,0.11215,0.11215,0.056075,0.196262,0.121495,0.622642,7.993398,1.066667,0.8,0.266667,0.223553,0.489484,"0.444967
"

0.0,miniklexi_238,6.833333,4.804878,1.666667,123,2.444444,3.5,0.111111,0.5,0.055556,0.170732,0.056911,0.284553,0.04065,0.108696,0.130081,0.089431,0.01626,0.211382,0.089431,0.672131,7.966843,1.166667,0.611111,0.611111,0.166259,0.476784,"0.250618
"

0.0,miniklexi_239,7.1875,5.252174,1.86087,115,2.1875,3.9375,0.0625,0.3125,0.125,0.182609,0.086957,0.252174,0.06087,0.094488,0.121739,0.069565,0.043478,0.191304,0.095652,0.640351,8.342663,1.3125,0.5,0.4375,0.203262,0.462797,"0.215813
"

0.0,miniklexi_240,9.416667,5.168142,1.80531,113,2.75,4.25,0.0,0.583333,0.0,0.132743,0.035398,0.256637,0.044248,0.08871,0.185841,0.044248,0.053097,0.168142,0.088496,0.5625,7.251281,1.25,0.416667,1.083333,0.217899,0.427566,"0.077462
"

0.0,miniklexi_241,5.939394,5.158163,1.821429,196,2.060606,3.181818,0.151515,0.484848,0.060606,0.188776,0.061224,0.22449,0.061224,0.125561,0.096939,0.137755,0.030612,0.234694,0.081633,0.564767,7.787866,1.121212,0.818182,0.363636,0.217984,0.394492,"0.305761
"

0.0,miniklexi_242,7.181818,4.848101,1.848101,79,2.545455,4,0.454545,0.181818,0.090909,0.164557,0.088608,0.303797,0.075949,0.141304,0.151899,0.063291,0.050633,0.240506,0.063291,0.636364,8.86224,1.181818,0.454545,0.545455,0.250082,0.438669,"0.258462
"

0.0,miniklexi_243,6.6,4.757576,1.666667,132,2.2,3.8,0.15,0.6,0.0,0.151515,0.037879,0.265152,0.05303,0.108108,0.151515,0.060606,0.05303,0.19697,0.098485,0.648855,8.841593,1.0,0.4,0.45,0.210613,0.364896,"0.255828
"

0.0,miniklexi_244,5.666667,5.156863,1.95098,102,2.166667,3.388889,0.055556,0.444444,0.111111,0.147059,0.058824,0.294118,0.019608,0.113043,0.137255,0.088235,0.058824,0.235294,0.078431,0.594059,8.561186,0.833333,0.5,0.277778,0.131878,0.376418,"0.096643
"

0.0,miniklexi_245,6.142857,4.686047,1.627907,86,1.928571,3.5,0.0,0.357143,0.142857,0.127907,0.069767,0.22093,0.034884,0.094737,0.116279,0.05814,0.011628,0.22093,0.116279,0.682353,7.164658,0.785714,0.357143,0.5,0.174105,0.360594,"0.291841
"

0.0,miniklexi_246,7.3125,4.854701,1.666667,117,2.5625,3.625,0.1875,0.375,0.0,0.136752,0.068376,0.299145,0.051282,0.100775,0.136752,0.059829,0.051282,0.196581,0.094017,0.655172,9.126959,1.0,0.4375,0.6875,0.222256,0.404091,"0.424394
"

0.0,miniklexi_247,6.136364,4.733333,1.718519,135,1.863636,3.318182,0.045455,0.363636,0.181818,0.155556,0.066667,0.251852,0.074074,0.09396,0.051852,0.066667,0.051852,0.214815,0.111111,0.574627,7.348539,0.954545,0.409091,0.136364,0.112289,0.407847,"0.484784
"

0.0,miniklexi_248,7.733333,4.853448,1.827586,116,2.133333,4.266667,0.133333,0.333333,0.066667,0.189655,0.068966,0.258621,0.060345,0.09375,0.094828,0.103448,0.034483,0.181034,0.112069,0.626087,7.597396,1.466667,0.8,0.4,0.213796,0.449922,"0.218145
"

0.0,miniklexi_249,8.111111,4.739726,1.643836,73,2.555556,4.111111,0.0,0.333333,0.0,0.123288,0.068493,0.191781,0.082192,0.064103,0.136986,0.054795,0.027397,0.178082,0.109589,0.680556,7.09006,1.0,0.444444,0.777778,0.141361,0.330453,"0.366445
"

0.0,miniklexi_250,6.714286,4.758865,1.744681,141,2.238095,3.714286,0.0,0.333333,0.190476,0.120567,0.049645,0.262411,0.056738,0.078431,0.134752,0.049645,0.042553,0.170213,0.134752,0.5,7.937133,0.809524,0.333333,0.380952,0.178045,0.372235,"0.274923
"

0.0,miniklexi_251,5.176471,5.397727,1.886364,88,1.764706,2.823529,0.0,0.352941,0.117647,0.136364,0.056818,0.204545,0.034091,0.083333,0.159091,0.022727,0.011364,0.227273,0.147727,0.686047,7.337588,0.705882,0.117647,0.411765,0.130733,0.328512,"0.108907
"

0.0,miniklexi_252,6.833333,5.268293,1.829268,82,2.0,4,0.083333,0.416667,0.0,0.134146,0.060976,0.109756,0.073171,0.098901,0.121951,0.036585,0.02439,0.182927,0.134146,0.641975,7.241366,0.916667,0.25,0.583333,0.149824,0.524427,"0.333994
"

0.0,miniklexi_253,5.846154,5.197368,1.828947,76,1.923077,3.538462,0.0,0.307692,0.0,0.157895,0.092105,0.289474,0.052632,0.107143,0.118421,0.039474,0.026316,0.223684,0.105263,0.733333,8.188967,0.923077,0.230769,0.461538,0.145851,0.38573,"0.144158
"

0.0,miniklexi_254,7.684211,4.630137,1.664384,146,2.315789,3.578947,0.210526,0.263158,0.0,0.205479,0.089041,0.178082,0.041096,0.104294,0.075342,0.157534,0.047945,0.178082,0.089041,0.572414,6.672669,1.578947,1.210526,0.210526,0.2735,0.458927,"0.194656
"

0.0,miniklexi_255,7.466667,4.366071,1.571429,112,2.266667,3.8,0.0,0.266667,0.0,0.116071,0.071429,0.196429,0.098214,0.07438,0.151786,0.071429,0.0625,0.142857,0.098214,0.594595,8.087105,0.866667,0.533333,0.733333,0.233617,0.465656,"0.331089
"

0.0,miniklexi_256,7.235294,4.707317,1.650407,123,2.352941,3.705882,0.0,0.647059,0.0,0.170732,0.04065,0.227642,0.081301,0.088889,0.081301,0.121951,0.02439,0.186992,0.105691,0.581967,7.351287,1.235294,0.882353,0.470588,0.357475,0.411776,"0.257142
"

0.0,miniklexi_257,6.5625,5.180952,1.866667,105,2.0625,3.8125,0.125,0.625,0.0,0.142857,0.028571,0.2,0.038095,0.094828,0.152381,0.07619,0.019048,0.190476,0.12381,0.663462,7.783114,0.9375,0.5,0.625,0.145557,0.448029,"0.409953
"

0.0,miniklexi_258,6.538462,4.847059,1.588235,85,2.307692,3.461538,0.0,0.230769,0.0,0.152941,0.094118,0.317647,0.047059,0.086022,0.082353,0.047059,0.035294,0.2,0.105882,0.690476,7.898332,1.0,0.307692,0.153846,0.243625,0.565831,"0.498777
"

0.0,miniklexi_259,7.230769,4.202128,1.56383,94,2.230769,3.615385,0.076923,0.307692,0.153846,0.12766,0.074468,0.276596,0.021277,0.078431,0.223404,0.053191,0.010638,0.223404,0.095745,0.526882,6.965953,0.923077,0.384615,1.0,0.151415,0.49268,"0.0
"

0.0,miniklexi_260,5.526316,4.914286,1.704762,105,2.0,3.052632,0.052632,0.421053,0.105263,0.171429,0.066667,0.304762,0.066667,0.110169,0.104762,0.047619,0.038095,0.228571,0.104762,0.634615,7.829787,0.947368,0.263158,0.263158,0.298078,0.399146,"0.267619
"

0.0,miniklexi_261,8.625,4.905797,1.768116,138,3.0625,3.9375,0.25,0.5625,0.0,0.123188,0.028986,0.326087,0.021739,0.092715,0.195652,0.043478,0.043478,0.181159,0.115942,0.576642,8.044246,1.0625,0.375,0.9375,0.23764,0.419855,"0.079641
"

0.0,miniklexi_262,6.230769,4.82716,1.666667,81,2.230769,3.230769,0.076923,0.538462,0.076923,0.17284,0.061728,0.296296,0.074074,0.111111,0.111111,0.098765,0.037037,0.246914,0.049383,0.7,8.991562,1.076923,0.615385,0.384615,0.258946,0.433215,"0.15618
"

0.0,miniklexi_263,7.823529,4.684211,1.56391,133,2.647059,3.941176,0.117647,0.294118,0.058824,0.142857,0.075188,0.255639,0.075188,0.089041,0.165414,0.090226,0.030075,0.180451,0.120301,0.568182,7.788648,1.117647,0.705882,0.705882,0.201999,0.488044,"0.376136
"

0.0,miniklexi_264,6.210526,5.474576,1.966102,118,2.210526,3.631579,0.157895,0.684211,0.052632,0.152542,0.025424,0.29661,0.033898,0.106061,0.059322,0.084746,0.050847,0.254237,0.118644,0.646552,7.758343,0.947368,0.526316,0.157895,0.148729,0.49327,"0.224105
"

0.0,miniklexi_265,6.75,5.0,1.792593,135,1.9,3.6,0.05,0.6,0.1,0.148148,0.02963,0.192593,0.044444,0.1,0.096296,0.074074,0.02963,0.207407,0.125926,0.634328,7.914645,1.0,0.5,0.2,0.162404,0.43119,"0.319028
"

0.0,miniklexi_266,8.666667,5.451923,1.817308,104,2.333333,4.25,0.333333,0.416667,0.083333,0.153846,0.057692,0.230769,0.076923,0.095652,0.144231,0.057692,0.038462,0.201923,0.105769,0.718447,8.046034,1.333333,0.5,0.5,0.211941,0.475606,"0.22856
"

0.0,miniklexi_267,7.529412,5.492188,2.007812,128,2.588235,4.176471,0.117647,0.294118,0.058824,0.179688,0.078125,0.226562,0.054688,0.085714,0.085938,0.078125,0.046875,0.195312,0.101562,0.653543,8.48429,1.352941,0.588235,0.411765,0.225556,0.445905,"0.209973
"

0.0,miniklexi_268,6.066667,5.142857,1.78022,91,1.933333,3.333333,0.0,0.2,0.066667,0.131868,0.098901,0.208791,0.076923,0.09901,0.10989,0.043956,0.021978,0.21978,0.10989,0.633333,7.4728,0.8,0.266667,0.2,0.13407,0.414839,"0.390129
"

0.0,miniklexi_269,9.3,4.892473,1.709677,93,2.4,4.6,0.4,0.5,0.0,0.11828,0.043011,0.204301,0.086022,0.097087,0.129032,0.043011,0.032258,0.182796,0.11828,0.652174,7.805344,1.1,0.4,0.9,0.208151,0.473443,"0.453961
"

0.0,miniklexi_270,6.647059,4.946903,1.637168,113,2.176471,3.117647,0.058824,0.647059,0.058824,0.150442,0.035398,0.238938,0.035398,0.103175,0.097345,0.123894,0.0,0.20354,0.132743,0.660714,8.479907,1.0,0.823529,0.352941,0.286275,0.34886,"0.480123
"

0.0,miniklexi_271,6.526316,4.354839,1.596774,124,2.0,3.421053,0.0,0.368421,0.157895,0.129032,0.064516,0.258065,0.048387,0.107914,0.153226,0.048387,0.032258,0.209677,0.096774,0.544715,7.878878,0.842105,0.315789,0.315789,0.320082,0.412868,"0.19333
"

0.0,miniklexi_272,5.647059,4.708333,1.677083,96,2.0,2.941176,0.058824,0.411765,0.176471,0.145833,0.0625,0.270833,0.010417,0.119266,0.135417,0.09375,0.0,0.208333,0.166667,0.631579,7.382124,0.823529,0.529412,0.235294,0.236646,0.555177,"0.0
"

0.0,miniklexi_273,7.928571,5.207207,1.864865,111,2.214286,3.928571,0.214286,0.5,0.142857,0.153153,0.045045,0.207207,0.081081,0.097561,0.126126,0.054054,0.045045,0.171171,0.081081,0.654545,7.833204,1.214286,0.428571,0.642857,0.172065,0.419577,"0.182191
"

0.0,miniklexi_274,7.571429,4.839623,1.783019,106,2.5,3.714286,0.0,0.357143,0.142857,0.122642,0.056604,0.311321,0.113208,0.078261,0.150943,0.04717,0.0,0.226415,0.122642,0.666667,7.050123,0.928571,0.357143,0.714286,0.155576,0.357151,"0.125507
"

0.0,miniklexi_275,6.190476,5.2,1.838462,130,1.809524,3.333333,0.333333,0.142857,0.095238,0.161538,0.107692,0.246154,0.107692,0.144737,0.123077,0.069231,0.015385,0.230769,0.053846,0.604651,8.21172,1.0,0.428571,0.619048,0.270409,0.241254,"0.351671
"

0.0,miniklexi_276,6.4375,5.271845,1.92233,103,2.0625,3.375,0.1875,0.25,0.125,0.145631,0.087379,0.281553,0.038835,0.112069,0.184466,0.038835,0.009709,0.213592,0.067961,0.568627,7.961267,0.9375,0.25,0.3125,0.271292,0.355317,"0.142065
"

0.0,miniklexi_277,7.666667,4.615942,1.594203,138,2.222222,3.722222,0.055556,0.611111,0.0,0.123188,0.028986,0.246377,0.07971,0.080537,0.195652,0.050725,0.050725,0.173913,0.101449,0.562044,7.866993,0.944444,0.388889,1.166667,0.217609,0.448251,"0.134541
"

0.0,miniklexi_278,7.952381,4.820359,1.724551,167,2.285714,3.714286,0.095238,0.380952,0.0,0.11976,0.05988,0.263473,0.095808,0.082418,0.191617,0.041916,0.02994,0.167665,0.101796,0.53012,7.645392,0.952381,0.333333,1.047619,0.286485,0.355157,"0.296977
"

0.0,miniklexi_279,6.16,5.032468,1.831169,154,1.76,3.56,0.08,0.32,0.08,0.168831,0.084416,0.246753,0.077922,0.115607,0.142857,0.071429,0.019481,0.233766,0.071429,0.588235,8.055396,1.04,0.44,0.4,0.219512,0.421445,"0.298963
"

0.0,miniklexi_280,8.1875,5.160305,1.793893,131,2.875,3.75,0.5,0.625,0.0,0.160305,0.022901,0.221374,0.053435,0.13245,0.076336,0.145038,0.045802,0.21374,0.129771,0.684615,7.356886,1.3125,1.1875,0.3125,0.15439,0.468039,"0.183331
"

0.0,miniklexi_281,6.416667,5.805195,1.883117,77,2.333333,3.5,0.25,0.25,0.0,0.12987,0.077922,0.25974,0.025974,0.094118,0.181818,0.077922,0.051948,0.233766,0.064935,0.618421,7.317212,0.833333,0.5,0.75,0.232903,0.303064,"0.082066
"

0.0,miniklexi_282,7.0,5.873016,1.952381,63,2.333333,3.888889,0.0,0.333333,0.0,0.111111,0.063492,0.238095,0.079365,0.059701,0.15873,0.031746,0.031746,0.238095,0.111111,0.66129,7.87141,0.777778,0.222222,1.0,0.093806,0.603045,"0.13182
"

0.0,miniklexi_283,5.733333,4.523256,1.825581,86,1.466667,3.333333,0.066667,0.266667,0.066667,0.151163,0.069767,0.22093,0.0,0.122449,0.151163,0.05814,0.046512,0.383721,0.034884,0.623529,6.277521,0.866667,0.333333,0.533333,0.137495,0.158548,"0.0
"

0.0,miniklexi_284,6.266667,5.223404,1.968085,94,2.266667,3.4,0.133333,0.333333,0.066667,0.170213,0.074468,0.276596,0.053191,0.137615,0.138298,0.095745,0.010638,0.234043,0.095745,0.670213,8.100026,1.066667,0.6,0.333333,0.155445,0.51112,"0.374215
"

0.0,miniklexi_285,8.285714,4.594828,1.612069,116,2.642857,3.857143,0.357143,0.571429,0.0,0.163793,0.043103,0.267241,0.051724,0.121212,0.146552,0.068966,0.068966,0.163793,0.094828,0.617391,8.203649,1.357143,0.571429,0.5,0.314095,0.438517,"0.229926
"

0.0,miniklexi_286,5.909091,5.138462,1.861538,130,1.909091,3.227273,0.045455,0.318182,0.090909,0.184615,0.084615,0.2,0.038462,0.097222,0.138462,0.123077,0.007692,0.238462,0.092308,0.581395,7.252467,1.090909,0.727273,0.363636,0.178179,0.438612,"0.203021
"

0.0,miniklexi_287,7.375,4.940678,1.669492,118,2.375,3.875,0.125,0.4375,0.0625,0.127119,0.050847,0.288136,0.076271,0.1,0.186441,0.042373,0.033898,0.228814,0.09322,0.57265,7.033506,0.9375,0.3125,0.625,0.102902,0.410927,"0.267051
"

0.0,miniklexi_288,6.294118,5.065421,1.785047,107,2.0,3.352941,0.0,0.470588,0.058824,0.140187,0.046729,0.280374,0.065421,0.08547,0.158879,0.056075,0.028037,0.168224,0.130841,0.59434,6.895527,0.882353,0.352941,0.647059,0.288585,0.468354,"0.309388
"

